Data_venda;Canal;ProductKey;Cod_Produto;Desc_Produto;Classe_Produto;Custo_Unit;Preco_Unit;Qtd_Venda;Qtd_Devolução;Valor_Devolução;Qtd_Desconto;Valor_Desconto;Custo_Total;Vendas_Total
04/02/15;Loja;34;101034;Produto 4GB Portable MP3 Player M450 Black;Regular;R$ 48,92;R$ 95,95;9;0;R$ 0,00;1;R$ 4,80;R$ 440,28;R$ 858,75
04/02/15;Revendedor;34;101034;Produto 4GB Portable MP3 Player M450 Black;Regular;R$ 48,92;R$ 95,95;9;0;R$ 0,00;4;R$ 76,76;R$ 440,28;R$ 786,79
05/02/15;Loja;1;101001;Produto 512MB MP3 Player E51 Silver;Econômico;R$ 6,62;R$ 12,99;9;0;R$ 0,00;3;R$ 7,79;R$ 59,58;R$ 109,12
05/02/15;Online;2;101002;Produto 512MB MP3 Player E51 Blue;Econômico;R$ 6,62;R$ 12,99;27;0;R$ 0,00;4;R$ 2,60;R$ 178,74;R$ 348,13
05/02/15;Loja;2;101002;Produto 512MB MP3 Player E51 Blue;Econômico;R$ 6,62;R$ 12,99;9;0;R$ 0,00;2;R$ 1,30;R$ 59,58;R$ 115,61
05/02/15;Catálogo;3;101003;Produto 1G MP3 Player E100 White;Econômico;R$ 7,40;R$ 14,52;27;0;R$ 0,00;4;R$ 2,90;R$ 199,80;R$ 389,14
05/02/15;Loja;3;101003;Produto 1G MP3 Player E100 White;Econômico;R$ 7,40;R$ 14,52;12;1;R$ 14,52;1;R$ 1,02;R$ 81,40;R$ 173,22
05/02/15;Revendedor;4;101004;Produto 2G MP3 Player E200 Silver;Econômico;R$ 11,00;R$ 21,57;9;0;R$ 0,00;1;R$ 1,08;R$ 99,00;R$ 193,05
05/02/15;Loja;4;101004;Produto 2G MP3 Player E200 Silver;Econômico;R$ 11,00;R$ 21,57;9;0;R$ 0,00;1;R$ 1,08;R$ 99,00;R$ 193,05
05/02/15;Loja;4;101004;Produto 2G MP3 Player E200 Silver;Econômico;R$ 11,00;R$ 21,57;9;0;R$ 0,00;3;R$ 3,24;R$ 99,00;R$ 190,89
05/02/15;Loja;6;101006;Produto 2G MP3 Player E200 Black;Econômico;R$ 11,00;R$ 21,57;9;0;R$ 0,00;2;R$ 2,16;R$ 99,00;R$ 191,97
05/02/15;Loja;7;101007;Produto 2G MP3 Player E200 Blue;Econômico;R$ 11,00;R$ 21,57;9;0;R$ 0,00;3;R$ 3,24;R$ 99,00;R$ 190,89
05/02/15;Online;8;101008;Produto 4G MP3 Player E400 Silver;Econômico;R$ 30,58;R$ 59,99;9;1;R$ 59,99;1;R$ 3,00;R$ 244,64;R$ 536,91
05/02/15;Loja;8;101008;Produto 4G MP3 Player E400 Silver;Econômico;R$ 30,58;R$ 59,99;12;0;R$ 0,00;1;R$ 4,20;R$ 366,96;R$ 715,68
05/02/15;Loja;9;101009;Produto 4G MP3 Player E400 Black;Econômico;R$ 30,58;R$ 59,99;12;0;R$ 0,00;1;R$ 4,20;R$ 366,96;R$ 715,68
05/02/15;Revendedor;9;101009;Produto 4G MP3 Player E400 Black;Econômico;R$ 30,58;R$ 59,99;9;0;R$ 0,00;1;R$ 12,00;R$ 275,22;R$ 527,91
05/02/15;Online;11;101011;Produto 4G MP3 Player E400 Orange;Econômico;R$ 30,58;R$ 59,99;12;0;R$ 0,00;2;R$ 8,40;R$ 366,96;R$ 711,48
05/02/15;Online;13;101013;Produto 4GB  MP3 Player E401 Black;Econômico;R$ 35,72;R$ 77,68;24;0;R$ 0,00;2;R$ 10,88;R$ 857,28;R$ 1.853,44
05/02/15;Loja;15;101015;Produto 4GB  MP3 Player E401 White;Econômico;R$ 35,72;R$ 77,68;9;0;R$ 0,00;4;R$ 15,54;R$ 321,48;R$ 683,58
05/02/15;Loja;16;101016;Produto 8GB -Slim MP3/Video Player M800 White;Regular;R$ 50,56;R$ 109,95;9;0;R$ 0,00;0;R$ 0,00;R$ 455,04;R$ 989,55
05/02/15;Online;17;101017;Produto 8GB -Slim MP3/Video Player M800 Red;Regular;R$ 50,56;R$ 109,95;9;0;R$ 0,00;4;R$ 87,96;R$ 455,04;R$ 901,59
05/02/15;Loja;17;101017;Produto 8GB -Slim MP3/Video Player M800 Red;Regular;R$ 50,56;R$ 109,95;9;0;R$ 0,00;1;R$ 5,50;R$ 455,04;R$ 984,05
05/02/15;Loja;19;101019;Produto 8GB -Slim MP3/Video Player M800 Pink;Regular;R$ 50,56;R$ 109,95;9;1;R$ 109,95;3;R$ 65,97;R$ 404,48;R$ 923,58
05/02/15;Loja;34;101034;Produto 4GB Portable MP3 Player M450 Black;Regular;R$ 48,92;R$ 95,95;9;1;R$ 95,95;1;R$ 4,80;R$ 391,36;R$ 858,75
06/02/15;Loja;1;101001;Produto 512MB MP3 Player E51 Silver;Econômico;R$ 6,62;R$ 12,99;9;0;R$ 0,00;3;R$ 1,95;R$ 59,58;R$ 114,96
06/02/15;Loja;2;101002;Produto 512MB MP3 Player E51 Blue;Econômico;R$ 6,62;R$ 12,99;9;0;R$ 0,00;4;R$ 2,60;R$ 59,58;R$ 114,31
06/02/15;Revendedor;3;101003;Produto 1G MP3 Player E100 White;Econômico;R$ 7,40;R$ 14,52;18;0;R$ 0,00;0;R$ 0,00;R$ 133,20;R$ 261,36
06/02/15;Loja;3;101003;Produto 1G MP3 Player E100 White;Econômico;R$ 7,40;R$ 14,52;9;0;R$ 0,00;2;R$ 1,45;R$ 66,60;R$ 129,23
06/02/15;Loja;7;101007;Produto 2G MP3 Player E200 Blue;Econômico;R$ 11,00;R$ 21,57;9;0;R$ 0,00;3;R$ 3,24;R$ 99,00;R$ 190,89
06/02/15;Loja;7;101007;Produto 2G MP3 Player E200 Blue;Econômico;R$ 11,00;R$ 21,57;9;0;R$ 0,00;1;R$ 4,31;R$ 99,00;R$ 189,82
06/02/15;Loja;7;101007;Produto 2G MP3 Player E200 Blue;Econômico;R$ 11,00;R$ 21,57;9;0;R$ 0,00;0;R$ 0,00;R$ 99,00;R$ 194,13
06/02/15;Revendedor;7;101007;Produto 2G MP3 Player E200 Blue;Econômico;R$ 11,00;R$ 21,57;27;3;R$ 64,71;7;R$ 30,20;R$ 264,00;R$ 552,19
06/02/15;Online;8;101008;Produto 4G MP3 Player E400 Silver;Econômico;R$ 30,58;R$ 59,99;24;0;R$ 0,00;6;R$ 25,20;R$ 733,92;R$ 1.414,56
06/02/15;Online;8;101008;Produto 4G MP3 Player E400 Silver;Econômico;R$ 30,58;R$ 59,99;18;0;R$ 0,00;3;R$ 9,00;R$ 550,44;R$ 1.070,82
06/02/15;Loja;8;101008;Produto 4G MP3 Player E400 Silver;Econômico;R$ 30,58;R$ 59,99;9;0;R$ 0,00;4;R$ 12,00;R$ 275,22;R$ 527,91
06/02/15;Loja;9;101009;Produto 4G MP3 Player E400 Black;Econômico;R$ 30,58;R$ 59,99;9;0;R$ 0,00;0;R$ 0,00;R$ 275,22;R$ 539,91
06/02/15;Loja;11;101011;Produto 4G MP3 Player E400 Orange;Econômico;R$ 30,58;R$ 59,99;12;0;R$ 0,00;2;R$ 8,40;R$ 366,96;R$ 711,48
06/02/15;Online;12;101012;Produto 4GB  MP3 Player E401 Blue;Econômico;R$ 35,72;R$ 77,68;12;0;R$ 0,00;1;R$ 5,44;R$ 428,64;R$ 926,72
06/02/15;Loja;12;101012;Produto 4GB  MP3 Player E401 Blue;Econômico;R$ 35,72;R$ 77,68;12;0;R$ 0,00;0;R$ 0,00;R$ 428,64;R$ 932,16
06/02/15;Loja;13;101013;Produto 4GB  MP3 Player E401 Black;Econômico;R$ 35,72;R$ 77,68;9;0;R$ 0,00;2;R$ 7,77;R$ 321,48;R$ 691,35
06/02/15;Online;14;101014;Produto 4GB  MP3 Player E401 Silver;Econômico;R$ 35,72;R$ 77,68;9;0;R$ 0,00;4;R$ 62,14;R$ 321,48;R$ 636,98
06/02/15;Loja;14;101014;Produto 4GB  MP3 Player E401 Silver;Econômico;R$ 35,72;R$ 77,68;9;0;R$ 0,00;4;R$ 15,54;R$ 321,48;R$ 683,58
06/02/15;Online;15;101015;Produto 4GB  MP3 Player E401 White;Econômico;R$ 35,72;R$ 77,68;9;0;R$ 0,00;1;R$ 15,54;R$ 321,48;R$ 683,58
06/02/15;Revendedor;16;101016;Produto 8GB -Slim MP3/Video Player M800 White;Regular;R$ 50,56;R$ 109,95;18;1;R$ 109,95;4;R$ 21,99;R$ 859,52;R$ 1.957,11
06/02/15;Revendedor;19;101019;Produto 8GB -Slim MP3/Video Player M800 Pink;Regular;R$ 50,56;R$ 109,95;18;0;R$ 0,00;7;R$ 38,48;R$ 910,08;R$ 1.940,62
07/02/15;Catálogo;2;101002;Produto 512MB MP3 Player E51 Blue;Econômico;R$ 6,62;R$ 12,99;18;1;R$ 12,99;7;R$ 4,55;R$ 112,54;R$ 229,27
07/02/15;Loja;3;101003;Produto 1G MP3 Player E100 White;Econômico;R$ 7,40;R$ 14,52;12;0;R$ 0,00;1;R$ 0,73;R$ 88,80;R$ 173,51
07/02/15;Loja;3;101003;Produto 1G MP3 Player E100 White;Econômico;R$ 7,40;R$ 14,52;9;0;R$ 0,00;3;R$ 2,18;R$ 66,60;R$ 128,50
07/02/15;Loja;4;101004;Produto 2G MP3 Player E200 Silver;Econômico;R$ 11,00;R$ 21,57;9;0;R$ 0,00;3;R$ 12,94;R$ 99,00;R$ 181,19
07/02/15;Loja;6;101006;Produto 2G MP3 Player E200 Black;Econômico;R$ 11,00;R$ 21,57;9;1;R$ 21,57;0;R$ 0,00;R$ 88,00;R$ 194,13
07/02/15;Loja;6;101006;Produto 2G MP3 Player E200 Black;Econômico;R$ 11,00;R$ 21,57;12;0;R$ 0,00;0;R$ 0,00;R$ 132,00;R$ 258,84
07/02/15;Revendedor;8;101008;Produto 4G MP3 Player E400 Silver;Econômico;R$ 30,58;R$ 59,99;18;1;R$ 59,99;3;R$ 9,00;R$ 519,86;R$ 1.070,82
07/02/15;Online;8;101008;Produto 4G MP3 Player E400 Silver;Econômico;R$ 30,58;R$ 59,99;9;0;R$ 0,00;2;R$ 24,00;R$ 275,22;R$ 515,91
07/02/15;Online;9;101009;Produto 4G MP3 Player E400 Black;Econômico;R$ 30,58;R$ 59,99;36;0;R$ 0,00;6;R$ 25,20;R$ 1.100,88;R$ 2.134,44
07/02/15;Loja;11;101011;Produto 4G MP3 Player E400 Orange;Econômico;R$ 30,58;R$ 59,99;9;0;R$ 0,00;1;R$ 3,00;R$ 275,22;R$ 536,91
07/02/15;Loja;12;101012;Produto 4GB  MP3 Player E401 Blue;Econômico;R$ 35,72;R$ 77,68;9;0;R$ 0,00;1;R$ 3,88;R$ 321,48;R$ 695,24
07/02/15;Loja;12;101012;Produto 4GB  MP3 Player E401 Blue;Econômico;R$ 35,72;R$ 77,68;9;0;R$ 0,00;0;R$ 0,00;R$ 321,48;R$ 699,12
07/02/15;Loja;12;101012;Produto 4GB  MP3 Player E401 Blue;Econômico;R$ 35,72;R$ 77,68;12;0;R$ 0,00;3;R$ 16,31;R$ 428,64;R$ 915,85
07/02/15;Online;13;101013;Produto 4GB  MP3 Player E401 Black;Econômico;R$ 35,72;R$ 77,68;18;1;R$ 77,68;3;R$ 46,61;R$ 607,24;R$ 1.351,63
07/02/15;Loja;14;101014;Produto 4GB  MP3 Player E401 Silver;Econômico;R$ 35,72;R$ 77,68;12;0;R$ 0,00;4;R$ 21,75;R$ 428,64;R$ 910,41
07/02/15;Loja;16;101016;Produto 8GB -Slim MP3/Video Player M800 White;Regular;R$ 50,56;R$ 109,95;9;0;R$ 0,00;0;R$ 0,00;R$ 455,04;R$ 989,55
07/02/15;Online;16;101016;Produto 8GB -Slim MP3/Video Player M800 White;Regular;R$ 50,56;R$ 109,95;12;0;R$ 0,00;2;R$ 15,39;R$ 606,72;R$ 1.304,01
07/02/15;Online;17;101017;Produto 8GB -Slim MP3/Video Player M800 Red;Regular;R$ 50,56;R$ 109,95;18;1;R$ 109,95;2;R$ 43,98;R$ 859,52;R$ 1.935,12
07/02/15;Loja;17;101017;Produto 8GB -Slim MP3/Video Player M800 Red;Regular;R$ 50,56;R$ 109,95;9;0;R$ 0,00;3;R$ 16,49;R$ 455,04;R$ 973,06
07/02/15;Online;17;101017;Produto 8GB -Slim MP3/Video Player M800 Red;Regular;R$ 50,56;R$ 109,95;18;0;R$ 0,00;5;R$ 27,49;R$ 910,08;R$ 1.951,61
07/02/15;Loja;17;101017;Produto 8GB -Slim MP3/Video Player M800 Red;Regular;R$ 50,56;R$ 109,95;9;0;R$ 0,00;3;R$ 16,49;R$ 455,04;R$ 973,06
07/02/15;Loja;34;101034;Produto 4GB Portable MP3 Player M450 Black;Regular;R$ 48,92;R$ 95,95;9;0;R$ 0,00;1;R$ 19,19;R$ 440,28;R$ 844,36
08/02/15;Loja;2;101002;Produto 512MB MP3 Player E51 Blue;Econômico;R$ 6,62;R$ 12,99;9;0;R$ 0,00;0;R$ 0,00;R$ 59,58;R$ 116,91
08/02/15;Loja;3;101003;Produto 1G MP3 Player E100 White;Econômico;R$ 7,40;R$ 14,52;9;0;R$ 0,00;2;R$ 1,45;R$ 66,60;R$ 129,23
08/02/15;Loja;3;101003;Produto 1G MP3 Player E100 White;Econômico;R$ 7,40;R$ 14,52;9;0;R$ 0,00;3;R$ 2,18;R$ 66,60;R$ 128,50
08/02/15;Loja;5;101005;Produto 2G MP3 Player E200 Red;Econômico;R$ 11,00;R$ 21,57;9;1;R$ 21,57;3;R$ 3,24;R$ 88,00;R$ 190,89
08/02/15;Loja;8;101008;Produto 4G MP3 Player E400 Silver;Econômico;R$ 30,58;R$ 59,99;9;0;R$ 0,00;2;R$ 24,00;R$ 275,22;R$ 515,91
08/02/15;Loja;8;101008;Produto 4G MP3 Player E400 Silver;Econômico;R$ 30,58;R$ 59,99;9;0;R$ 0,00;1;R$ 3,00;R$ 275,22;R$ 536,91
08/02/15;Loja;9;101009;Produto 4G MP3 Player E400 Black;Econômico;R$ 30,58;R$ 59,99;9;0;R$ 0,00;1;R$ 12,00;R$ 275,22;R$ 527,91
08/02/15;Loja;9;101009;Produto 4G MP3 Player E400 Black;Econômico;R$ 30,58;R$ 59,99;9;0;R$ 0,00;0;R$ 0,00;R$ 275,22;R$ 539,91
08/02/15;Loja;11;101011;Produto 4G MP3 Player E400 Orange;Econômico;R$ 30,58;R$ 59,99;9;1;R$ 59,99;3;R$ 9,00;R$ 244,64;R$ 530,91
08/02/15;Loja;11;101011;Produto 4G MP3 Player E400 Orange;Econômico;R$ 30,58;R$ 59,99;9;0;R$ 0,00;1;R$ 3,00;R$ 275,22;R$ 536,91
08/02/15;Loja;11;101011;Produto 4G MP3 Player E400 Orange;Econômico;R$ 30,58;R$ 59,99;12;0;R$ 0,00;1;R$ 4,20;R$ 366,96;R$ 715,68
08/02/15;Loja;12;101012;Produto 4GB  MP3 Player E401 Blue;Econômico;R$ 35,72;R$ 77,68;9;0;R$ 0,00;1;R$ 3,88;R$ 321,48;R$ 695,24
08/02/15;Loja;13;101013;Produto 4GB  MP3 Player E401 Black;Econômico;R$ 35,72;R$ 77,68;9;0;R$ 0,00;4;R$ 15,54;R$ 321,48;R$ 683,58
08/02/15;Loja;13;101013;Produto 4GB  MP3 Player E401 Black;Econômico;R$ 35,72;R$ 77,68;12;0;R$ 0,00;2;R$ 10,88;R$ 428,64;R$ 921,28
08/02/15;Revendedor;13;101013;Produto 4GB  MP3 Player E401 Black;Econômico;R$ 35,72;R$ 77,68;24;0;R$ 0,00;7;R$ 38,06;R$ 857,28;R$ 1.826,26
08/02/15;Loja;14;101014;Produto 4GB  MP3 Player E401 Silver;Econômico;R$ 35,72;R$ 77,68;9;1;R$ 77,68;1;R$ 3,88;R$ 285,76;R$ 695,24
08/02/15;Catálogo;14;101014;Produto 4GB  MP3 Player E401 Silver;Econômico;R$ 35,72;R$ 77,68;9;0;R$ 0,00;1;R$ 3,88;R$ 321,48;R$ 695,24
08/02/15;Online;14;101014;Produto 4GB  MP3 Player E401 Silver;Econômico;R$ 35,72;R$ 77,68;24;0;R$ 0,00;5;R$ 27,19;R$ 857,28;R$ 1.837,13
08/02/15;Loja;14;101014;Produto 4GB  MP3 Player E401 Silver;Econômico;R$ 35,72;R$ 77,68;9;0;R$ 0,00;4;R$ 15,54;R$ 321,48;R$ 683,58
08/02/15;Loja;15;101015;Produto 4GB  MP3 Player E401 White;Econômico;R$ 35,72;R$ 77,68;9;0;R$ 0,00;1;R$ 3,88;R$ 321,48;R$ 695,24
08/02/15;Online;16;101016;Produto 8GB -Slim MP3/Video Player M800 White;Regular;R$ 50,56;R$ 109,95;18;1;R$ 109,95;4;R$ 21,99;R$ 859,52;R$ 1.957,11
08/02/15;Loja;19;101019;Produto 8GB -Slim MP3/Video Player M800 Pink;Regular;R$ 50,56;R$ 109,95;9;0;R$ 0,00;3;R$ 16,49;R$ 455,04;R$ 973,06
08/02/15;Loja;19;101019;Produto 8GB -Slim MP3/Video Player M800 Pink;Regular;R$ 50,56;R$ 109,95;9;0;R$ 0,00;0;R$ 0,00;R$ 455,04;R$ 989,55
08/02/15;Loja;19;101019;Produto 8GB -Slim MP3/Video Player M800 Pink;Regular;R$ 50,56;R$ 109,95;9;0;R$ 0,00;4;R$ 21,99;R$ 455,04;R$ 967,56
08/02/15;Loja;34;101034;Produto 4GB Portable MP3 Player M450 Black;Regular;R$ 48,92;R$ 95,95;9;0;R$ 0,00;3;R$ 14,39;R$ 440,28;R$ 849,16
09/02/15;Loja;1;101001;Produto 512MB MP3 Player E51 Silver;Econômico;R$ 6,62;R$ 12,99;9;0;R$ 0,00;1;R$ 0,65;R$ 59,58;R$ 116,26
09/02/15;Online;3;101003;Produto 1G MP3 Player E100 White;Econômico;R$ 7,40;R$ 14,52;12;0;R$ 0,00;0;R$ 0,00;R$ 88,80;R$ 174,24
09/02/15;Loja;3;101003;Produto 1G MP3 Player E100 White;Econômico;R$ 7,40;R$ 14,52;9;0;R$ 0,00;3;R$ 2,18;R$ 66,60;R$ 128,50
09/02/15;Loja;3;101003;Produto 1G MP3 Player E100 White;Econômico;R$ 7,40;R$ 14,52;9;0;R$ 0,00;1;R$ 0,73;R$ 66,60;R$ 129,95
09/02/15;Revendedor;3;101003;Produto 1G MP3 Player E100 White;Econômico;R$ 7,40;R$ 14,52;9;0;R$ 0,00;2;R$ 5,81;R$ 66,60;R$ 124,87
09/02/15;Loja;5;101005;Produto 2G MP3 Player E200 Red;Econômico;R$ 11,00;R$ 21,57;9;0;R$ 0,00;1;R$ 4,31;R$ 99,00;R$ 189,82
09/02/15;Loja;7;101007;Produto 2G MP3 Player E200 Blue;Econômico;R$ 11,00;R$ 21,57;9;0;R$ 0,00;1;R$ 1,08;R$ 99,00;R$ 193,05
09/02/15;Online;8;101008;Produto 4G MP3 Player E400 Silver;Econômico;R$ 30,58;R$ 59,99;9;0;R$ 0,00;0;R$ 0,00;R$ 275,22;R$ 539,91
09/02/15;Loja;8;101008;Produto 4G MP3 Player E400 Silver;Econômico;R$ 30,58;R$ 59,99;9;0;R$ 0,00;0;R$ 0,00;R$ 275,22;R$ 539,91
09/02/15;Loja;9;101009;Produto 4G MP3 Player E400 Black;Econômico;R$ 30,58;R$ 59,99;9;0;R$ 0,00;3;R$ 9,00;R$ 275,22;R$ 530,91
09/02/15;Loja;11;101011;Produto 4G MP3 Player E400 Orange;Econômico;R$ 30,58;R$ 59,99;9;0;R$ 0,00;1;R$ 3,00;R$ 275,22;R$ 536,91
09/02/15;Catálogo;12;101012;Produto 4GB  MP3 Player E401 Blue;Econômico;R$ 35,72;R$ 77,68;18;0;R$ 0,00;5;R$ 19,42;R$ 642,96;R$ 1.378,82
09/02/15;Revendedor;12;101012;Produto 4GB  MP3 Player E401 Blue;Econômico;R$ 35,72;R$ 77,68;18;1;R$ 77,68;6;R$ 93,22;R$ 607,24;R$ 1.305,02
09/02/15;Loja;13;101013;Produto 4GB  MP3 Player E401 Black;Econômico;R$ 35,72;R$ 77,68;12;0;R$ 0,00;1;R$ 5,44;R$ 428,64;R$ 926,72
09/02/15;Revendedor;14;101014;Produto 4GB  MP3 Player E401 Silver;Econômico;R$ 35,72;R$ 77,68;24;1;R$ 77,68;2;R$ 10,88;R$ 821,56;R$ 1.853,44
09/02/15;Online;14;101014;Produto 4GB  MP3 Player E401 Silver;Econômico;R$ 35,72;R$ 77,68;18;1;R$ 77,68;5;R$ 19,42;R$ 607,24;R$ 1.378,82
09/02/15;Loja;14;101014;Produto 4GB  MP3 Player E401 Silver;Econômico;R$ 35,72;R$ 77,68;9;0;R$ 0,00;1;R$ 3,88;R$ 321,48;R$ 695,24
09/02/15;Online;14;101014;Produto 4GB  MP3 Player E401 Silver;Econômico;R$ 35,72;R$ 77,68;9;0;R$ 0,00;4;R$ 62,14;R$ 321,48;R$ 636,98
09/02/15;Revendedor;15;101015;Produto 4GB  MP3 Player E401 White;Econômico;R$ 35,72;R$ 77,68;9;0;R$ 0,00;0;R$ 0,00;R$ 321,48;R$ 699,12
09/02/15;Loja;15;101015;Produto 4GB  MP3 Player E401 White;Econômico;R$ 35,72;R$ 77,68;9;0;R$ 0,00;4;R$ 15,54;R$ 321,48;R$ 683,58
09/02/15;Online;15;101015;Produto 4GB  MP3 Player E401 White;Econômico;R$ 35,72;R$ 77,68;12;1;R$ 77,68;2;R$ 10,88;R$ 392,92;R$ 921,28
09/02/15;Revendedor;16;101016;Produto 8GB -Slim MP3/Video Player M800 White;Regular;R$ 50,56;R$ 109,95;9;0;R$ 0,00;3;R$ 16,49;R$ 455,04;R$ 973,06
09/02/15;Loja;16;101016;Produto 8GB -Slim MP3/Video Player M800 White;Regular;R$ 50,56;R$ 109,95;9;0;R$ 0,00;0;R$ 0,00;R$ 455,04;R$ 989,55
09/02/15;Loja;16;101016;Produto 8GB -Slim MP3/Video Player M800 White;Regular;R$ 50,56;R$ 109,95;9;0;R$ 0,00;3;R$ 16,49;R$ 455,04;R$ 973,06
09/02/15;Online;34;101034;Produto 4GB Portable MP3 Player M450 Black;Regular;R$ 48,92;R$ 95,95;9;0;R$ 0,00;3;R$ 57,57;R$ 440,28;R$ 805,98
10/02/15;Loja;1;101001;Produto 512MB MP3 Player E51 Silver;Econômico;R$ 6,62;R$ 12,99;9;0;R$ 0,00;4;R$ 2,60;R$ 59,58;R$ 114,31
10/02/15;Catálogo;1;101001;Produto 512MB MP3 Player E51 Silver;Econômico;R$ 6,62;R$ 12,99;9;0;R$ 0,00;2;R$ 1,30;R$ 59,58;R$ 115,61
10/02/15;Loja;1;101001;Produto 512MB MP3 Player E51 Silver;Econômico;R$ 6,62;R$ 12,99;9;0;R$ 0,00;0;R$ 0,00;R$ 59,58;R$ 116,91
10/02/15;Loja;2;101002;Produto 512MB MP3 Player E51 Blue;Econômico;R$ 6,62;R$ 12,99;9;0;R$ 0,00;0;R$ 0,00;R$ 59,58;R$ 116,91
10/02/15;Loja;2;101002;Produto 512MB MP3 Player E51 Blue;Econômico;R$ 6,62;R$ 12,99;9;0;R$ 0,00;0;R$ 0,00;R$ 59,58;R$ 116,91
10/02/15;Revendedor;3;101003;Produto 1G MP3 Player E100 White;Econômico;R$ 7,40;R$ 14,52;9;0;R$ 0,00;1;R$ 2,90;R$ 66,60;R$ 127,78
10/02/15;Loja;3;101003;Produto 1G MP3 Player E100 White;Econômico;R$ 7,40;R$ 14,52;9;0;R$ 0,00;3;R$ 2,18;R$ 66,60;R$ 128,50
10/02/15;Loja;3;101003;Produto 1G MP3 Player E100 White;Econômico;R$ 7,40;R$ 14,52;12;0;R$ 0,00;3;R$ 3,05;R$ 88,80;R$ 171,19
10/02/15;Loja;3;101003;Produto 1G MP3 Player E100 White;Econômico;R$ 7,40;R$ 14,52;9;0;R$ 0,00;1;R$ 0,73;R$ 66,60;R$ 129,95
10/02/15;Online;3;101003;Produto 1G MP3 Player E100 White;Econômico;R$ 7,40;R$ 14,52;12;0;R$ 0,00;3;R$ 3,05;R$ 88,80;R$ 171,19
10/02/15;Revendedor;5;101005;Produto 2G MP3 Player E200 Red;Econômico;R$ 11,00;R$ 21,57;12;0;R$ 0,00;1;R$ 1,51;R$ 132,00;R$ 257,33
10/02/15;Online;5;101005;Produto 2G MP3 Player E200 Red;Econômico;R$ 11,00;R$ 21,57;36;0;R$ 0,00;5;R$ 7,55;R$ 396,00;R$ 768,97
10/02/15;Online;6;101006;Produto 2G MP3 Player E200 Black;Econômico;R$ 11,00;R$ 21,57;12;0;R$ 0,00;3;R$ 4,53;R$ 132,00;R$ 254,31
10/02/15;Loja;6;101006;Produto 2G MP3 Player E200 Black;Econômico;R$ 11,00;R$ 21,57;9;0;R$ 0,00;3;R$ 3,24;R$ 99,00;R$ 190,89
10/02/15;Loja;6;101006;Produto 2G MP3 Player E200 Black;Econômico;R$ 11,00;R$ 21,57;9;0;R$ 0,00;4;R$ 4,31;R$ 99,00;R$ 189,82
10/02/15;Loja;7;101007;Produto 2G MP3 Player E200 Blue;Econômico;R$ 11,00;R$ 21,57;9;0;R$ 0,00;1;R$ 1,08;R$ 99,00;R$ 193,05
10/02/15;Revendedor;7;101007;Produto 2G MP3 Player E200 Blue;Econômico;R$ 11,00;R$ 21,57;9;0;R$ 0,00;3;R$ 3,24;R$ 99,00;R$ 190,89
10/02/15;Loja;8;101008;Produto 4G MP3 Player E400 Silver;Econômico;R$ 30,58;R$ 59,99;9;0;R$ 0,00;4;R$ 47,99;R$ 275,22;R$ 491,92
10/02/15;Online;9;101009;Produto 4G MP3 Player E400 Black;Econômico;R$ 30,58;R$ 59,99;12;1;R$ 59,99;4;R$ 16,80;R$ 336,38;R$ 703,08
10/02/15;Loja;9;101009;Produto 4G MP3 Player E400 Black;Econômico;R$ 30,58;R$ 59,99;9;0;R$ 0,00;0;R$ 0,00;R$ 275,22;R$ 539,91
10/02/15;Loja;9;101009;Produto 4G MP3 Player E400 Black;Econômico;R$ 30,58;R$ 59,99;9;0;R$ 0,00;0;R$ 0,00;R$ 275,22;R$ 539,91
10/02/15;Loja;12;101012;Produto 4GB  MP3 Player E401 Blue;Econômico;R$ 35,72;R$ 77,68;18;2;R$ 155,36;3;R$ 46,61;R$ 571,52;R$ 1.351,63
10/02/15;Revendedor;13;101013;Produto 4GB  MP3 Player E401 Black;Econômico;R$ 35,72;R$ 77,68;9;0;R$ 0,00;3;R$ 46,61;R$ 321,48;R$ 652,51
10/02/15;Loja;13;101013;Produto 4GB  MP3 Player E401 Black;Econômico;R$ 35,72;R$ 77,68;9;0;R$ 0,00;4;R$ 62,14;R$ 321,48;R$ 636,98
10/02/15;Loja;13;101013;Produto 4GB  MP3 Player E401 Black;Econômico;R$ 35,72;R$ 77,68;9;1;R$ 77,68;2;R$ 7,77;R$ 285,76;R$ 691,35
10/02/15;Revendedor;13;101013;Produto 4GB  MP3 Player E401 Black;Econômico;R$ 35,72;R$ 77,68;12;0;R$ 0,00;0;R$ 0,00;R$ 428,64;R$ 932,16
10/02/15;Online;14;101014;Produto 4GB  MP3 Player E401 Silver;Econômico;R$ 35,72;R$ 77,68;18;0;R$ 0,00;0;R$ 0,00;R$ 642,96;R$ 1.398,24
10/02/15;Revendedor;14;101014;Produto 4GB  MP3 Player E401 Silver;Econômico;R$ 35,72;R$ 77,68;12;1;R$ 77,68;4;R$ 21,75;R$ 392,92;R$ 910,41
10/02/15;Revendedor;16;101016;Produto 8GB -Slim MP3/Video Player M800 White;Regular;R$ 50,56;R$ 109,95;9;1;R$ 109,95;3;R$ 65,97;R$ 404,48;R$ 923,58
10/02/15;Online;17;101017;Produto 8GB -Slim MP3/Video Player M800 Red;Regular;R$ 50,56;R$ 109,95;12;0;R$ 0,00;1;R$ 7,70;R$ 606,72;R$ 1.311,70
